VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspended To Memory,Suspend time,Suspend Interval,Creation date,Change Version,CPUs,Overall Cpu Readiness,Memory,Active Memory,NICs,Disks,Total disk capacity MiB,Fixed Passthru HotPlug,min Required EVC Mode Key,Latency Sensitivity,Op Notification Timeout,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder ID,Folder,vApp,DAS protection,FT State,FT Role,FT Latency,FT Bandwidth,FT Sec. Latency,Vm Failover In Progress,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Reboot PowerOff,EFI Secure boot,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,Customization Info,Guest Detailed Data,VM ID,SMBIOS UUID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID
PRD-APP-030,poweredOn,False,False,green,prd-app-030.corp.example,connected,running,green,False,2026/08/08 23:55:00,,,,2025/03/08 08:11:00,,16,1,8192,3110,1,2,337920,,,normal,,True,,10.10.120.25,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,346412,169298,169298,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[prod-vmfs-01] PRD-APP-030/PRD-APP-030.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,,,vm-1029,,428d7248951f58d05e84f058d5a804eb,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-031,poweredOn,False,False,green,prd-sql-031.corp.example,connected,running,green,False,2026/07/27 16:38:00,,,,2022/01/20 13:43:00,,2,0,65536,14766,2,1,102400,,,normal,,True,TRUE,10.10.120.26,PG-Web-120,PG-Web-120,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,168236,119626,119626,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-05] PRD-SQL-031/PRD-SQL-031.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,,,vm-1030,,428f5486c7b5b2bc5a8aaeca1a50aec3,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-032,poweredOn,False,False,green,prd-app-032.corp.example,connected,running,green,False,2026/06/15 08:26:00,,,,2017/08/13 11:35:00,,2,1,16384,1598,1,1,40960,,,normal,,True,TRUE,10.10.120.28,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,57644,29541,29541,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-04] PRD-APP-032/PRD-APP-032.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,CentOS 7 (64-bit),CentOS Linux 7 (Core),,,vm-1031,,42c84a7b550a1b46ecab3301bc8f7d29,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-033,poweredOn,False,False,green,prd-web-033.corp.example,connected,running,green,False,2026/06/24 20:20:00,,,,2021/06/13 22:11:00,,16,2,8192,2869,1,2,614400,,,normal,,True,TRUE,10.10.120.30,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,622892,571242,571242,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[prod-vmfs-03] PRD-WEB-033/PRD-WEB-033.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1032,,4238f16a787f2425dbccc47709e9db0a,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-034,poweredOn,False,False,green,prd-web-034.corp.example,connected,running,green,False,2026/07/23 21:15:00,,,,2019/06/02 17:05:00,,2,0,16384,913,1,3,1617920,,,normal,,True,TRUE,10.10.120.30,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1634604,1275280,1275280,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[prod-vmfs-03] PRD-WEB-034/PRD-WEB-034.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1033,,42c5f8bcf7860b5011c58ef0dd463c09,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-035,poweredOn,False,False,green,prd-svc-035.corp.example,connected,running,green,False,2026/07/01 07:08:00,,,,2021/09/27 21:44:00,,2,0,8192,964,1,3,573440,,,normal,,True,TRUE,10.10.110.18,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,581932,554628,554628,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,20,none,never,,[prod-vmfs-03] PRD-SVC-035/PRD-SVC-035.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,,,vm-1034,,4209cb3943f59a85fbc9f87af668a617,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-036,poweredOn,False,False,green,prd-sql-036.corp.example,connected,running,green,False,2026/06/21 09:43:00,,,,2026/08/05 16:31:00,,8,2,8192,1860,1,1,61440,,,normal,,True,TRUE,10.10.110.19,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,69932,48536,48536,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,14,none,never,,[prod-vmfs-04] PRD-SQL-036/PRD-SQL-036.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1035,,420b5cea41357e8c30a900ad939b462d,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-037,poweredOn,False,False,green,prd-svc-037.corp.example,connected,running,green,False,2026/08/26 00:30:00,,,,2019/08/16 22:48:00,,16,0,131072,15476,1,1,102400,,,normal,,True,,10.10.120.31,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,233772,201651,201651,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-02] PRD-SVC-037/PRD-SVC-037.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),,,vm-1036,,42aa0b7bf2e9702d11e9cdaa6e6981a3,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-038,poweredOn,False,False,green,prd-app-038.corp.example,connected,running,green,False,2026/08/09 11:59:00,,,,2024/06/17 19:48:00,,8,0,16384,1277,1,2,573440,,,normal,,True,TRUE,10.10.100.23,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,590124,358779,358779,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,17,none,never,,[prod-vmfs-05] PRD-APP-038/PRD-APP-038.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,,,vm-1037,,424bb00fb27c40266703b6365380b904,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-039,poweredOn,False,False,green,prd-fs-039.corp.example,connected,running,green,False,2026/07/06 18:13:00,,,,2024/04/03 19:40:00,,2,0,32768,12418,1,3,798720,,,normal,,True,,10.10.120.32,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,831788,368677,368677,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-01] PRD-FS-039/PRD-FS-039.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),,,vm-1038,,42001a9ad56f03508c459ce267f48ad5,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-040,poweredOn,False,False,green,prd-ctx-040.corp.example,connected,running,green,False,2026/06/08 06:41:00,,,,2017/09/07 10:20:00,,4,0,16384,6129,1,2,1105920,,,normal,,True,,10.10.110.20,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1122604,383205,383205,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-03] PRD-CTX-040/PRD-CTX-040.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1039,,42cb323e7922bac282dc4c8e36b5229a,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-041,poweredOn,False,False,green,prd-app-041.corp.example,connected,notRunning,gray,False,2026/08/09 23:20:00,,,,2024/02/04 03:21:00,,12,2,65536,10780,1,2,153600,,,normal,,True,TRUE,10.10.100.24,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,219436,130230,130230,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,14,none,never,,[prod-vmfs-05] PRD-APP-041/PRD-APP-041.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1040,,423c2059c04a96c4f3b63fe1d1843324,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-042,poweredOn,False,False,green,prd-app-042.corp.example,connected,running,green,False,2026/08/20 08:20:00,,,,2024/06/06 10:46:00,,4,0,32768,5424,1,3,593920,,,normal,,True,TRUE,10.10.110.21,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,626988,626688,626688,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,17,none,never,,[prod-vmfs-01] PRD-APP-042/PRD-APP-042.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1041,,42e2d9de6a18ce4c7496276412a4def0,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-043,poweredOn,False,False,green,prd-fs-043.corp.example,connected,running,green,False,2026/06/04 00:28:00,,,,2017/11/18 20:16:00,,2,1,65536,22823,1,1,61440,,,normal,,True,TRUE,10.10.100.25,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,127276,85608,85608,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-01] PRD-FS-043/PRD-FS-043.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1042,,42c521bfdc45d539c03f3538e4855aa1,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-044,poweredOn,False,False,green,prd-app-044.corp.example,connected,running,green,False,2026/07/03 04:45:00,,,,2019/02/15 16:55:00,,1,0,24576,1545,2,2,1105920,,,normal,,True,TRUE,10.10.120.33,PG-Web-120,PG-Web-120,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1130796,371690,371690,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,13,none,never,,[prod-vmfs-03] PRD-APP-044/PRD-APP-044.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1043,,4222228274daaebf1f115b76d92c9227,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-045,poweredOn,False,False,green,prd-ctx-045.corp.example,connected,running,green,False,2026/08/04 17:49:00,,,,2021/08/12 03:43:00,,4,0,32768,5815,1,2,1105920,,,normal,,True,TRUE,10.10.100.26,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1138988,687774,687774,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,11,none,never,,[prod-vmfs-04] PRD-CTX-045/PRD-CTX-045.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,,,vm-1044,,42d4a02e6d3ee1dc81392443e45b712e,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-046,poweredOn,False,False,green,prd-rds-046.corp.example,connected,running,green,False,2026/06/19 11:19:00,,,,2021/09/06 06:45:00,,2,0,65536,23213,1,2,2088960,,,normal,,True,TRUE,10.10.100.27,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,2154796,1460808,1460808,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[prod-vmfs-03] PRD-RDS-046/PRD-RDS-046.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1045,,42a072957c0e8cd88573e793c715b2b9,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-047,poweredOn,False,False,green,prd-web-047.corp.example,connected,running,green,False,2026/08/17 17:41:00,,,,2024/03/19 07:04:00,,4,2,24576,2963,1,1,61440,,,normal,,True,TRUE,10.10.100.28,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,86316,56107,56107,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-05] PRD-WEB-047/PRD-WEB-047.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1046,,42b1a6b1620e99d33b33f3d8269cd696,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-048,poweredOn,False,False,green,prd-fs-048.corp.example,connected,running,green,False,2026/06/16 16:12:00,,,,2018/10/25 08:36:00,,4,2,2048,816,1,1,81920,,,normal,,True,TRUE,10.10.120.35,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,84268,29231,29231,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,17,none,never,,[prod-vmfs-05] PRD-FS-048/PRD-FS-048.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1047,,42c51155e7a37e8163b4c08b6b8e869f,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-049,poweredOn,False,False,green,prd-ctx-049.corp.example,connected,running,green,False,2026/07/23 12:36:00,,,,2018/03/25 09:56:00,,4,0,8192,2751,1,4,1269760,,,normal,,True,TRUE,10.10.110.22,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1278252,1035749,1035749,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,19,none,never,,[prod-vmfs-04] PRD-CTX-049/PRD-CTX-049.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1048,,42d5f250f41402b1e4429ebbda7b9095,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-050,poweredOn,False,False,green,prd-ctx-050.corp.example,connected,running,green,False,2026/07/31 20:55:00,,,,2018/06/29 03:37:00,,4,7,16384,2703,1,3,296960,,,normal,,True,TRUE,10.10.120.36,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,313644,202747,202747,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,13,none,never,,[prod-vmfs-02] PRD-CTX-050/PRD-CTX-050.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,,,vm-1049,,42addc3eab3b4d37560c95ee638c254c,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-051,poweredOff,False,False,green,,connected,notRunning,gray,False,,,,,2021/10/22 04:35:00,,8,,4096,0,1,2,1085440,,,normal,,True,TRUE,,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1089836,1066671,1066671,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,21,none,never,,[prod-vmfs-02] PRD-RDS-051/PRD-RDS-051.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows 10 (64-bit),,,,vm-1050,,4206f028a9ba5a27907bfe36978648f8,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-052,poweredOn,False,False,green,prd-rds-052.corp.example,connected,running,green,False,2026/06/30 11:51:00,,,,2018/03/06 20:14:00,,4,0,8192,2661,1,3,460800,,,normal,,True,TRUE,10.10.120.37,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,469292,178395,178395,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[prod-vmfs-02] PRD-RDS-052/PRD-RDS-052.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1051,,42e13016c2dff33556666f9f53ac2ab9,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-053,suspended,False,False,green,,connected,notRunning,gray,False,,,,,2019/04/22 07:42:00,,8,,4096,0,1,1,81920,,,normal,,True,TRUE,,PG-DB-110,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,86316,31543,31543,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,14,none,never,,[prod-vmfs-01] PRD-APP-053/PRD-APP-053.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2019 (64-bit),,,,vm-1052,,421190f9a66fd7f739669fa759970043,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-054,poweredOn,False,False,green,prd-app-054.corp.example,connected,notRunning,gray,False,2026/07/03 21:10:00,,,,2024/03/02 18:46:00,,1,7,32768,5868,1,2,204800,,,normal,,True,,10.10.120.38,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,237868,178905,178905,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,17,none,never,,[prod-vmfs-01] PRD-APP-054/PRD-APP-054.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1053,,421d48a0ab61a7b1793b4c3220500494,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-055,poweredOn,False,False,green,prd-web-055.corp.example,connected,running,green,False,2026/06/21 15:44:00,,,,2023/02/11 14:47:00,,8,0,8192,752,1,1,40960,,,normal,,True,TRUE,10.10.120.39,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,49452,49152,49152,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,17,none,never,,[prod-vmfs-03] PRD-WEB-055/PRD-WEB-055.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,,,vm-1054,,421bac5c4fa03f26f6f7f0cc29ec8e49,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-056,poweredOn,False,False,green,prd-fs-056.corp.example,connected,running,green,False,2026/08/12 01:09:00,,,,2023/03/25 11:52:00,,2,1,4096,1611,1,1,61440,,,normal,,True,TRUE,10.10.100.29,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,65836,23588,23588,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,bios,14,none,never,,[prod-vmfs-05] PRD-FS-056/PRD-FS-056.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,,,vm-1055,,421a16343e2b6091a092f52ad4a057a7,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-057,poweredOn,False,False,green,prd-app-057.corp.example,connected,running,green,False,2026/07/28 23:10:00,,,,2021/11/25 18:24:00,,4,0,24576,2799,1,2,1085440,,,normal,,True,TRUE,10.10.120.40,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,1110316,799542,799542,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-01] PRD-APP-057/PRD-APP-057.vmx,,,,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),,,vm-1056,,42a5c5658186a57611a726095eddbbbf,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-058,poweredOn,False,False,green,prd-fs-058.corp.example,connected,running,green,False,2026/07/09 06:48:00,,,,2017/07/19 15:41:00,,4,0,4096,590,1,3,870400,,,normal,,True,TRUE,10.10.120.41,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,874796,719201,719201,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,20,none,never,,[prod-vmfs-04] PRD-FS-058/PRD-FS-058.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1057,,42a68460f7294951859131d2bbda0242,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-059,poweredOn,False,False,green,prd-rds-059.corp.example,connected,running,green,False,2026/06/04 17:15:00,,,,2021/07/23 01:42:00,,16,1,65536,3398,1,2,153600,,,normal,,True,,10.10.100.30,PG-App-100,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,219436,202890,202890,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,True,efi,21,none,never,,[prod-vmfs-01] PRD-RDS-059/PRD-RDS-059.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,,,vm-1058,,42ef4361d4aac9a33ed8c56cda09dfa0,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-060,poweredOn,False,False,green,prd-rds-060.corp.example,connected,running,green,False,2026/07/29 12:52:00,,,,2017/09/01 01:09:00,,4,1,8192,413,1,2,266240,,,normal,,True,TRUE,10.10.120.42,PG-Web-120,,,,,,,,1,8192,/DC-East/host/Prod-Cluster/Resources,,Prod,,,notConfigured,,,,,,274732,150387,150387,clusterRestartPriority,none,vmMonitoringDisabled,,,,,,,,,False,efi,20,none,never,,[prod-vmfs-04] PRD-RDS-060/PRD-RDS-060.vmx,,,,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,,,vm-1059,,427cd0122e8d0e87533420e6d9d80b8d,VMware vCenter Server,8.0.2.0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
