VM,Powerstate,Template,SRM Placeholder,Disk Key,Disk,Capacity MiB,Consumed MiB,Free MiB,Free %,Internal Sort Column,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server,VI SDK UUID
PRD-SVC-035,poweredOn,False,False,2003,/data,254976,111654,143321,56,3,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1034,4209cb3943f59a85fbc9f87af668a617,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-036,poweredOn,False,False,2000,C:\,60940,31761,29178,48,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1035,420b5cea41357e8c30a900ad939b462d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-037,poweredOn,False,False,2000,/,101376,87953,13422,13,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1036,42aa0b7bf2e9702d11e9cdaa6e6981a3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SVC-037,poweredOn,False,False,2001,/boot,1014,562,451,45,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1036,42aa0b7bf2e9702d11e9cdaa6e6981a3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-038,poweredOn,False,False,2000,/,60416,40502,19913,33,0,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1037,424bb00fb27c40266703b6365380b904,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-038,poweredOn,False,False,2001,/boot,1014,444,569,56,1,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1037,424bb00fb27c40266703b6365380b904,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-038,poweredOn,False,False,2002,/var,510976,333988,176987,35,2,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1037,424bb00fb27c40266703b6365380b904,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-039,poweredOn,False,False,2000,/,80896,32877,48018,59,0,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1038,42001a9ad56f03508c459ce267f48ad5,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-039,poweredOn,False,False,2001,/boot,1014,465,548,54,1,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1038,42001a9ad56f03508c459ce267f48ad5,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-039,poweredOn,False,False,2002,/var,510976,428415,82560,16,2,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1038,42001a9ad56f03508c459ce267f48ad5,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-039,poweredOn,False,False,2003,/data,203776,152493,51282,25,3,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1038,42001a9ad56f03508c459ce267f48ad5,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-040,poweredOn,False,False,2000,C:\,81420,68995,12424,15,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1039,42cb323e7922bac282dc4c8e36b5229a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-040,poweredOn,False,False,2001,D:\,1023500,755839,267660,26,1,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1039,42cb323e7922bac282dc4c8e36b5229a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-041,poweredOn,False,False,2000,C:\,101900,76891,25008,25,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1040,423c2059c04a96c4f3b63fe1d1843324,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-041,poweredOn,False,False,2001,D:\,50700,13196,37503,74,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1040,423c2059c04a96c4f3b63fe1d1843324,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-042,poweredOn,False,False,2000,C:\,81420,42526,38893,48,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1041,42e2d9de6a18ce4c7496276412a4def0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-042,poweredOn,False,False,2001,D:\,255500,143253,112246,44,1,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1041,42e2d9de6a18ce4c7496276412a4def0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-042,poweredOn,False,False,2002,E:\,255500,185817,69682,27,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1041,42e2d9de6a18ce4c7496276412a4def0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-043,poweredOn,False,False,2000,C:\,60940,11458,49481,81,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1042,42c521bfdc45d539c03f3538e4855aa1,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-044,poweredOn,False,False,2000,C:\,81420,68478,12941,16,0,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1043,4222228274daaebf1f115b76d92c9227,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-044,poweredOn,False,False,2001,D:\,1023500,561462,462037,45,1,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1043,4222228274daaebf1f115b76d92c9227,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-045,poweredOn,False,False,2000,/,80896,66176,14719,18,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1044,42d4a02e6d3ee1dc81392443e45b712e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-045,poweredOn,False,False,2001,/boot,1014,375,638,63,1,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1044,42d4a02e6d3ee1dc81392443e45b712e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-045,poweredOn,False,False,2002,/var,1022976,884129,138846,14,2,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1044,42d4a02e6d3ee1dc81392443e45b712e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-046,poweredOn,False,False,2000,C:\,40460,10029,30430,75,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1045,42a072957c0e8cd88573e793c715b2b9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-046,poweredOn,False,False,2001,D:\,2047500,606336,1441163,70,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1045,42a072957c0e8cd88573e793c715b2b9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-047,poweredOn,False,False,2000,C:\,60940,20051,40888,67,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1046,42b1a6b1620e99d33b33f3d8269cd696,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-048,poweredOn,False,False,2000,C:\,81420,62966,18453,23,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1047,42c51155e7a37e8163b4c08b6b8e869f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-049,poweredOn,False,False,2000,C:\,40460,34392,6067,15,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1048,42d5f250f41402b1e4429ebbda7b9095,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-049,poweredOn,False,False,2001,D:\,511500,438106,73393,14,1,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1048,42d5f250f41402b1e4429ebbda7b9095,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-049,poweredOn,False,False,2002,E:\,511500,160321,351178,69,2,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1048,42d5f250f41402b1e4429ebbda7b9095,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-049,poweredOn,False,False,2003,F:\,204300,182342,21957,11,3,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1048,42d5f250f41402b1e4429ebbda7b9095,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-050,poweredOn,False,False,2000,C:\,40460,11569,28890,71,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1049,42addc3eab3b4d37560c95ee638c254c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-050,poweredOn,False,False,2001,D:\,50700,37656,13043,26,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1049,42addc3eab3b4d37560c95ee638c254c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-050,poweredOn,False,False,2002,E:\,204300,113507,90792,44,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1049,42addc3eab3b4d37560c95ee638c254c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-052,poweredOn,False,False,2000,C:\,101900,70560,31339,31,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1051,42e13016c2dff33556666f9f53ac2ab9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-052,poweredOn,False,False,2001,D:\,255500,149478,106021,41,1,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1051,42e13016c2dff33556666f9f53ac2ab9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-052,poweredOn,False,False,2002,E:\,101900,44258,57641,57,2,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1051,42e13016c2dff33556666f9f53ac2ab9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-054,poweredOn,False,False,2000,C:\,101900,72830,29069,29,0,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1053,421d48a0ab61a7b1793b4c3220500494,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-054,poweredOn,False,False,2001,D:\,101900,83692,18207,18,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1053,421d48a0ab61a7b1793b4c3220500494,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-055,poweredOn,False,False,2000,C:\,40460,12079,28380,70,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1054,421bac5c4fa03f26f6f7f0cc29ec8e49,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-056,poweredOn,False,False,2000,/,60416,19412,41003,68,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1055,421a16343e2b6091a092f52ad4a057a7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-056,poweredOn,False,False,2001,/boot,1014,248,765,75,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1055,421a16343e2b6091a092f52ad4a057a7,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-057,poweredOn,False,False,2000,/,60416,51066,9349,15,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1056,42a5c5658186a57611a726095eddbbbf,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-057,poweredOn,False,False,2001,/boot,1014,616,397,39,1,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1056,42a5c5658186a57611a726095eddbbbf,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-057,poweredOn,False,False,2002,/var,1022976,866079,156896,15,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1056,42a5c5658186a57611a726095eddbbbf,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-058,poweredOn,False,False,2000,C:\,101900,22731,79168,78,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1057,42a68460f7294951859131d2bbda0242,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-058,poweredOn,False,False,2001,D:\,255500,236996,18503,7,1,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1057,42a68460f7294951859131d2bbda0242,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-FS-058,poweredOn,False,False,2002,E:\,511500,186018,325481,64,2,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1057,42a68460f7294951859131d2bbda0242,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-059,poweredOn,False,False,2000,C:\,101900,54829,47070,46,0,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1058,42ef4361d4aac9a33ed8c56cda09dfa0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-059,poweredOn,False,False,2001,D:\,50700,40929,9770,19,1,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1058,42ef4361d4aac9a33ed8c56cda09dfa0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-060,poweredOn,False,False,2000,C:\,60940,18295,42644,70,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1059,427cd0122e8d0e87533420e6d9d80b8d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-060,poweredOn,False,False,2001,D:\,204300,161382,42917,21,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1059,427cd0122e8d0e87533420e6d9d80b8d,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-061,poweredOn,False,False,2000,C:\,81420,45659,35760,44,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,vm-1060,423dc98215eabb2730e912f2f2b43abf,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-062,poweredOn,False,False,2000,C:\,81420,77153,4266,5,0,,,,,DC-East,Prod-Cluster,esx-prod06.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1061,4238ba8a4b5305e517d2582e046a0df5,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-063,poweredOn,False,False,2000,C:\,60940,49637,11302,19,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1062,425a104154aebd1b8ce6424dbef59fe6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-063,poweredOn,False,False,2001,D:\,50700,20793,29906,59,1,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1062,425a104154aebd1b8ce6424dbef59fe6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-064,poweredOn,False,False,2000,/,80896,15377,65518,81,0,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1063,422f65fab0ae8f08c31edbbcf36cb62b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-064,poweredOn,False,False,2001,/boot,1014,458,555,55,1,,,,,DC-East,Prod-Cluster,esx-prod01.corp.example,Prod,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1063,422f65fab0ae8f08c31edbbcf36cb62b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-065,poweredOn,False,False,2000,C:\,40460,12202,28257,70,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1064,42039f3a4d6168bd2defe1935c62b3a2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-065,poweredOn,False,False,2001,D:\,1023500,526216,497283,49,1,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1064,42039f3a4d6168bd2defe1935c62b3a2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-065,poweredOn,False,False,2002,E:\,255500,111187,144312,56,2,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1064,42039f3a4d6168bd2defe1935c62b3a2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-CTX-065,poweredOn,False,False,2003,F:\,101900,27391,74508,73,3,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1064,42039f3a4d6168bd2defe1935c62b3a2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-066,poweredOn,False,False,2000,C:\,81420,67167,14252,18,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1065,420323d3df6a8f931a432f0a7daa39f0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-067,poweredOn,False,False,2000,/,60416,55840,4575,8,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,SUSE Linux Enterprise 15 (64-bit),SUSE Linux Enterprise Server 15 SP5,vm-1066,4212f70c7de31a516694c34310ba58e3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-SQL-067,poweredOn,False,False,2001,/boot,1014,607,406,40,1,,,,,DC-East,Prod-Cluster,esx-prod02.corp.example,Prod,SUSE Linux Enterprise 15 (64-bit),SUSE Linux Enterprise Server 15 SP5,vm-1066,4212f70c7de31a516694c34310ba58e3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-068,poweredOn,False,False,2000,/,39936,16520,23415,59,0,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1067,42989bc49b37a22b6a8a616fc3b290d0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-068,poweredOn,False,False,2001,/boot,1014,551,462,46,1,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1067,42989bc49b37a22b6a8a616fc3b290d0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-068,poweredOn,False,False,2002,/var,203776,147039,56736,28,2,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1067,42989bc49b37a22b6a8a616fc3b290d0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-APP-068,poweredOn,False,False,2003,/data,101376,82294,19081,19,3,,,,,DC-East,Prod-Cluster,esx-prod05.corp.example,Prod,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1067,42989bc49b37a22b6a8a616fc3b290d0,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-069,poweredOn,False,False,2000,C:\,81420,75470,5949,7,0,Owner: app-team,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1068,42f5c9b09c10c5720f6b40d09efba58b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-RDS-069,poweredOn,False,False,2001,D:\,511500,191292,320207,63,1,,,,,DC-East,Prod-Cluster,esx-prod04.corp.example,Prod,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1068,42f5c9b09c10c5720f6b40d09efba58b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
PRD-WEB-070,poweredOn,False,False,2000,C:\,101900,87973,13926,14,0,,,,,DC-East,Prod-Cluster,esx-prod03.corp.example,Prod,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1069,4268949b00af5b3a2812859a1337739e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
