VM,Powerstate,Template,SRM Placeholder,VM Version,Tools,Tools Version,Required Version,Upgradeable,Upgrade Policy,Sync time,App status,Heartbeat status,Kernel Crash state,Operation Ready,State change support,Interactive Guest,Annotation,CBT Reset Lock,NB_LAST_BACKUP,DataProtection,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VMRef,VM ID,VM UUID,VI SDK Server,VI SDK UUID
DEV-FS-029,poweredOn,False,False,14,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1248,vm-1248,42d051262c2ac34b9e0b7b01753659ef,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-030,poweredOn,False,False,14,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1249,vm-1249,425f90fc2edc017e1df05d184e2d6255,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-031,poweredOn,False,False,11,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1250,vm-1250,42a52fc3eb4e2281b184d1fc8991b01a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-RDS-032,poweredOn,False,False,19,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1251,vm-1251,4202740ff3abea0d5be9fdb3dd92dd7c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SVC-033,poweredOn,False,False,21,toolsOld,10346,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1252,vm-1252,422ad11f7d1b695e71a0449dd703262f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-034,poweredOn,False,False,19,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1253,vm-1253,42c4134dc5c5ae8abe15ad1290ce77e9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-035,poweredOn,False,False,19,toolsNotInstalled,0,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1254,vm-1254,4270fd66b80f16c5c28fa16b0aa6fcb9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-036,poweredOn,False,False,13,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1255,vm-1255,427066e2164484a0d1151fffdcb91d5f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-037,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1256,vm-1256,42c8ebe223a4e70e9dbc15c02a7dc57c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-038,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1257,vm-1257,42929ecc4a11be444aea1b8fb43cde0a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-039,suspended,False,False,13,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,SUSE Linux Enterprise 15 (64-bit),,vm-1258,vm-1258,42b390b0207bbe21a7e8d18eddf6d4ac,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-040,poweredOn,False,False,19,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1259,vm-1259,42a0b85744caa5a2a1e518a293d228d4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-041,poweredOn,False,False,13,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1260,vm-1260,4200a21394fb09f053c93ae77cf07bb3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-RDS-042,poweredOn,False,False,13,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1261,vm-1261,426dfd17f7d7465d37c3b3c965d0b517,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-043,poweredOn,False,False,14,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1262,vm-1262,42aebbb9e4e751de57ff51d9c9ce44bd,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-RDS-044,poweredOn,False,False,9,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1263,vm-1263,4233cb206d84414df54191eafde91c42,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-045,poweredOn,False,False,21,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1264,vm-1264,422a5fdaa61f0b96e75f745aaa1d3fc6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-046,poweredOn,False,False,20,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1265,vm-1265,4297fb6121f89d0613f3cade7a10013f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-047,poweredOn,False,False,21,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1266,vm-1266,426210de3a9c43081221cddf7a4a902f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-048,poweredOn,False,False,9,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1267,vm-1267,42a43e552215df00dfdf0e05c0cef31b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-049,poweredOn,False,False,11,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1268,vm-1268,4226c074bf8e8bfaa0c9da72368acd40,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-050,poweredOn,False,False,20,toolsNotRunning,12320,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1269,vm-1269,426dec6bf69777a159fe3d53624fea4b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-051,poweredOn,False,False,13,toolsOld,11333,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1270,vm-1270,42d90f7406ddf6cab0c30a59f0f7ad22,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-052,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1271,vm-1271,42f4655acb35097ae5dd98f1c8a738ab,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-RDS-053,suspended,False,False,13,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),,vm-1272,vm-1272,426307d421c9a15d51045a16ef15ab72,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SVC-054,poweredOn,False,False,21,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1273,vm-1273,42373aed431e930f0387f74d1149d096,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-055,poweredOn,False,False,17,toolsOld,11333,12352,Yes,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 Enterprise,vm-1274,vm-1274,4289a3c8895c4fdea3fa40691519fd38,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-056,poweredOn,False,False,17,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1275,vm-1275,42d5a386c362a810a2611b8d9620bee6,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-057,poweredOn,False,False,17,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,SUSE Linux Enterprise 15 (64-bit),SUSE Linux Enterprise Server 15 SP5,vm-1276,vm-1276,4274102d1db14bfc6f3a5115ecb4678c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-058,poweredOn,False,False,14,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1277,vm-1277,428468b785e3ade558c1aad6f3f8dea4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-059,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1278,vm-1278,426de837ce9e9ebd55c348530783e43c,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-060,poweredOn,False,False,20,toolsOld,11269,12352,Yes,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1279,vm-1279,422ab8bd911f730bdbff00b07fe670f3,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-061,poweredOn,False,False,21,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1280,vm-1280,423e9aec03254fbddce8e1c5dbd30aec,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-062,poweredOn,False,False,20,toolsOld,11333,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1281,vm-1281,426b5bc9a7dc2bc0bd9c4693b6ca1127,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-063,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1282,vm-1282,422de9820d7bec04e6e59b32ac5f12ef,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-064,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1283,vm-1283,42335f2f5e717fca020a449774ed5145,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-065,suspended,False,False,19,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),,vm-1284,vm-1284,42e68373bb82b7963207343ec6a07656,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-066,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1285,vm-1285,42f374190274ce40e09016b6b186a5a8,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-067,poweredOn,False,False,14,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1286,vm-1286,42247296ff38b918f8f9a45d0f554896,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-068,poweredOff,False,False,20,toolsNotRunning,12320,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,False,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),,vm-1287,vm-1287,428163b61877bc0694ad625215bc2a3e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-069,poweredOn,False,False,13,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1288,vm-1288,42ed111550a46c85d9d57b0242d04d55,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-070,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1289,vm-1289,4227c8fc1be5a4c395af6d0cc5285425,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-071,poweredOn,False,False,20,toolsNotInstalled,0,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1290,vm-1290,421725d21eb2a7b8da3c45ca43d78f2b,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-072,poweredOn,False,False,19,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1291,vm-1291,426570465b11f51ff7e9101d3f8b4433,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-073,poweredOn,False,False,13,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,SUSE Linux Enterprise 15 (64-bit),SUSE Linux Enterprise Server 15 SP5,vm-1292,vm-1292,421a16997648776e183fea703ff6579e,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-074,poweredOn,False,False,17,toolsOld,10346,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1293,vm-1293,4295132c15839b99a50a13dcf004e897,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-075,poweredOn,False,False,20,toolsOld,11333,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 22.04.4 LTS,vm-1294,vm-1294,4254e074cf133b65d450afa2d8e70aeb,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-076,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1295,vm-1295,425a9c062c3d17e26d39da75aee70ab2,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-RDS-077,poweredOn,False,False,17,toolsOld,10346,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 Standard,vm-1296,vm-1296,42e1fdc6697852217fb75c574b8c031f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-FS-078,poweredOn,False,False,21,toolsOld,11269,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1297,vm-1297,42cb7b0b8b2d158acd5ae324fe7c80e9,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-RDS-079,poweredOn,False,False,20,toolsOld,10346,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1298,vm-1298,4206ac102e0869c1453b45fe636cf499,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-080,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1299,vm-1299,42f956be3b964c74ffe6299495804c2a,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-081,poweredOn,False,False,9,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9.2 (Plow),vm-1300,vm-1300,42d8b48e93608edf382b5b86f2a32efd,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-082,poweredOff,False,False,10,toolsNotRunning,12320,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,False,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2019 (64-bit),,vm-1301,vm-1301,425a07d7b357f3f9b4157cea07388ba4,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-WEB-083,poweredOn,False,False,21,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 Standard,vm-1302,vm-1302,423803dc9a0692953b8d34470e61065f,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-084,poweredOff,False,False,21,toolsNotRunning,12320,12352,No,manual,False,appStatusGray,appStatusGray,,False,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Red Hat Enterprise Linux 9 (64-bit),,vm-1303,vm-1303,420f3f0f52d6b779de4379cbd8230076,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-085,poweredOn,False,False,20,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,CentOS 7 (64-bit),CentOS Linux 7 (Core),vm-1304,vm-1304,429605306545c030a981fa54f121e129,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-086,poweredOn,False,False,14,toolsOld,11333,12352,Yes,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Ubuntu Linux (64-bit),Ubuntu 18.04.6 LTS,vm-1305,vm-1305,428fddbef7ff88d4b509f08a2c988bca,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-CTX-087,poweredOn,False,False,10,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1306,vm-1306,42b3b6d3f2e3c6f00075d3d5ba94aa66,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-APP-088,poweredOn,False,False,20,toolsOk,12352,12352,No,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev03.corp.example,Dev,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2022 Datacenter,vm-1307,vm-1307,422401347f05fbf5efcac5771aa6f7cb,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-089,poweredOn,False,False,20,toolsOld,10346,12352,Yes,upgradeAtPowerCycle,False,appStatusGray,appStatusGray,,True,True,False,,,,,DC-East,Dev-Cluster,esx-dev01.corp.example,Dev,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 R2 Standard,vm-1308,vm-1308,4202ead2725656e355f3ad50e2fbb984,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
DEV-SQL-090,poweredOn,False,False,20,toolsOk,12352,12352,No,manual,False,appStatusGray,appStatusGray,,True,True,False,Owner: app-team,,,,DC-East,Dev-Cluster,esx-dev02.corp.example,Dev,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8.8 (Ootpa),vm-1309,vm-1309,42f8170e6b6e64c5bb8aa843702f31e5,vcsa01.corp.example,5f3c9a8e-1b2d-4c7e-9a10-2f6b8d4e7c31
